"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
12,3,1,4,"true","true",128,2,1.72925900783062e-10
4,4,8,2,"true","true",32,1,9.08424269123299e-10
6,2,16,4,"true","true",512,4,6.45968771369943e-10
4,2,4,4,"true","true",256,32,8.84818742641309e-10
2,2,2,2,"true","true",128,4,3.35956642344326e-10
24,6,8,2,"true","true",64,2,2.13092220476836e-10
6,6,2,4,"true","true",128,128,5.95634430150728e-09
2,2,2,4,"true","false",128,8,5.43616581436206e-10
12,6,16,2,"true","true",128,64,6.61379625277636e-09
2,1,16,2,"true","true",32,4,3.01230870667247e-09
10,5,2,4,"true","false",256,1,1.45038041762095e-10
1,1,1,2,"true","true",1024,128,7.38498806884282e-10
4,2,16,2,"true","false",32,1,9.56657186793212e-10
4,4,4,2,"true","true",32,4,1.33349307839563e-09
1,1,2,2,"true","true",256,8,4.89080416065038e-10
4,2,1,2,"true","false",256,16,2.90523320046418e-10
1,1,2,4,"true","false",32,1,8.09131393793317e-10
20,5,4,4,"true","false",512,4,1.59700307223834e-10
1,1,1,4,"true","true",512,256,2.69957647005243e-09
15,5,2,2,"true","true",256,8,1.9585183204218e-10
24,6,2,4,"true","false",256,8,1.48219661626853e-10
4,1,16,2,"true","false",128,8,9.87377098639763e-10
6,3,1,4,"true","true",32,16,1.57580622734926e-09
3,1,2,4,"true","true",128,1,3.72417035563505e-10
6,6,8,2,"true","true",128,8,1.00081068871059e-09
2,1,4,2,"true","true",256,256,8.95536924593827e-09
6,2,4,4,"true","false",512,128,1.13339091097784e-09
10,5,8,2,"true","false",512,64,1.08165817642132e-09
2,1,8,2,"true","false",128,8,1.07079062762463e-09
8,4,1,4,"true","true",32,32,2.83984299074443e-09
12,6,1,2,"true","false",1024,1,1.72027984763759e-10
4,4,2,4,"true","false",512,16,2.72789961291432e-10
2,2,1,4,"true","true",32,8,9.44447453783906e-10
10,5,4,4,"true","true",1024,256,1.57944352297324e-09
1,1,16,4,"true","false",128,128,4.20257571893246e-08
2,2,2,4,"true","false",256,2,3.36103701722833e-10
6,6,2,4,"true","true",1024,8,2.93984180865235e-10
5,5,8,4,"true","true",64,2,6.23615597642225e-10
10,5,2,4,"true","false",512,128,8.01454449754847e-10
4,2,16,4,"true","true",512,8,8.13019685044387e-10
4,2,1,2,"true","true",64,64,3.78769906195295e-09
5,5,1,4,"true","false",256,8,1.28517800164082e-10
4,1,4,2,"true","true",128,16,6.55993910162967e-10
3,3,2,4,"true","false",256,2,2.93919242826345e-10
16,4,4,4,"true","false",128,4,1.60179906504997e-10
2,1,1,4,"true","true",512,32,4.16032600935792e-10
20,5,8,4,"true","false",512,64,5.79793621159974e-10
6,3,1,2,"true","true",1024,16,1.57551432251015e-10
4,4,1,4,"true","false",64,4,2.10266735597686e-10
12,4,4,2,"true","false",64,32,1.72395103851807e-09
1,1,8,4,"true","false",512,512,2.58277078078672e-08
1,1,16,2,"true","true",64,32,2.14129165578365e-08
15,5,16,2,"true","false",128,2,5.97030208535282e-10
8,4,1,2,"true","true",64,16,7.54000235619262e-10
8,2,8,2,"true","true",256,16,4.18423350849316e-10
4,1,2,4,"true","true",1024,32,3.22009738221273e-10
4,1,8,2,"true","false",128,8,5.95758189347334e-10
3,1,4,4,"true","true",1024,8,3.65861063033899e-10
9,3,8,2,"true","true",256,4,3.24677718720308e-10
9,3,8,2,"true","true",64,2,3.18775171626471e-10
8,4,8,2,"true","false",256,4,3.901638650204e-10
12,4,16,2,"true","false",128,32,2.1823356092309e-09
2,2,1,2,"true","true",256,256,3.72692834824426e-09
15,5,1,2,"true","true",512,1,1.81803794293114e-10
5,5,2,4,"true","false",1024,256,1.77122228663191e-09
24,6,8,4,"true","true",256,64,1.04266382449629e-09
6,3,4,2,"true","false",64,4,4.35941461354324e-10
8,4,8,2,"true","true",256,2,3.70769041284212e-10
2,1,8,2,"true","true",32,16,6.59088131810901e-09
24,6,1,2,"true","true",256,256,2.74991183174578e-09
5,5,8,4,"true","true",256,8,6.24348756072649e-10
9,3,8,4,"true","true",256,256,5.70219904444491e-09
9,3,1,4,"true","false",512,4,2.01578804113364e-10
8,2,1,2,"true","true",512,1,2.28131156827822e-10
2,2,8,2,"true","true",1024,512,1.05814851404914e-08
4,2,8,2,"true","false",128,16,1.29461399594822e-09
20,5,2,4,"true","true",32,16,1.20158818954088e-09
24,6,8,4,"true","false",64,8,5.20469849338619e-10
6,3,4,4,"true","true",256,8,2.8581620801303e-10
5,5,4,2,"true","true",256,8,4.32879604046475e-10
20,5,2,4,"true","true",32,4,3.45450052379065e-10
3,3,2,4,"true","true",256,128,3.2501959309459e-09
2,1,8,4,"true","true",512,64,1.8049214374139e-09
20,5,2,4,"true","true",32,2,2.18107602898411e-10
5,5,2,4,"true","false",128,1,2.57585767841212e-10
15,5,16,4,"true","true",64,32,4.1620325619191e-09
12,4,8,4,"true","true",32,1,3.74445843645264e-10
9,3,2,4,"true","false",128,64,1.82947073133343e-09
20,5,16,2,"true","false",128,32,1.63144600412696e-09
